image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;CRjpeg;CRgif;FC;SE;NPO;MIGh;MIGs;MIGv;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
358;Roasted mochi pieces;Asian;Complex;Transformed;Savory;;Food;31.35.00;89.08.00;189.58.00;7.22;59.21.00;163.33.00;66.33.00;0.12;47.18.00;13.28;11.41;158.56.00;43.37.00;8.26;9.25;13.32;56.44.00;2227;49.19.00;89.56.00;57.45.00;18.58;38.17.00;27.13.00;27.29.00;25.15.00;32.35.00;27.16.00;54.54.00;22.36;33.32.00;25.11.00;23.16;22.56;27.15.00;22.16;50.06.00;22.19;33.56.00;20.05;26.24.00;19.52;34.16.00;21.45;41.51.00;16.17;30.59.00;28.01.00;20.32;22.22;22.11;25.11.00;50.51.00;25.04.00
359;Roasted mochi pieces;Asian;Complex;Transformed;Savory;;Food;46.38.00;121.36.00;117.34.00;10.28;55.13.00;162.19.00;68.40.00;0.11;53.24.00;15.49;14.05;28.23.00;53.03.00;9.48;13.29;17.08;77.23.00;2488;196.31.00;88.50.00;58.15.00;19.35;51.25.00;29.25.00;44.9;26.34.00;41;33.12.00;65.08.00;24.39.00;43.13.00;27.8;39.17.00;25.15.00;36.03.00;30.31.00;52.06.00;26.08.00;35.5;21.55;32.06.00;18;24.33.00;16.41;48.5;22.38;42.26.00;31.28.00;32.08.00;28.09.00;34.06.00;33.22.00;58.15.00;27.16.00
360;Jelly cake;Asian;Complex;Transformed;Sweet;;Food;27.12.00;79.00.00;67.51.00;3.56;64.52.00;165.00.00;62.48.00;0.12;40.44.00;13.01;7.57;124.26.00;38.20.00;5.53;5.03;10.49;29.18.00;611;146.36.00;63.43.00;57.56.00;45.01.00;25.24.00;26.13.00;20.34;26.08.00;18.24;24.1;37.21.00;24.11.00;28.07.00;27.24.00;23.27;28.13.00;28.16.00;30.3;32.09.00;22.28;43.08.00;24.33.00;46.03.00;25.38.00;38.39.00;24.32.00;45;22.5;20.46;26.3;13.37;24.58.00;15.33;24.31.00;33.04.00;26.49.00
361;Candied sweet potato  (spreaded);Asian;Complex;Transformed;Sweet;;Food;34.30.00;81.09.00;151.02.00;6.39;57.49.00;164.11.00;70.10.00;0.11;45.19.00;13.51;8.48;160.51.00;41.57.00;8.14;7.21;15.10;46.38.00;1858;143.47.00;94.23.00;61.56.00;10.21;38.02.00;27.34.00;21.33;18.26;30.34.00;21.47;63.31.00;23.38;35.16.00;26.49.00;21.27;18.09;26.09.00;22.02;58.15.00;23.35;40.16.00;23.02;35.28.00;24.21.00;33.31.00;22.08;51.25.00;17.53;33.11.00;31.24.00;14.15;19.26;23.13;25.33.00;63.06.00;25.45.00
362;Candied sweet potato (gathered);Asian;Complex;Transformed;Sweet;;Food;23.58;49.31.00;170.45.00;5.52;60.38.00;164.26.00;67.57.00;0.12;42.04.00;12.23;6.52;144.18.00;44.27.00;8.28;7.18;12.30;42.25.00;1918;200.31.00;91.05.00;61.25.00;14.10;40.46.00;27.03.00;30.34.00;20.3;30.24.00;23.25;65.1;21.15;35.2;26.02.00;26.1;20.14;27.32.00;22.35;56.19.00;24.33.00;46.13.00;23.44;44.32.00;22.46;44.27.00;24.55.00;50.09.00;23.32;33.55.00;29.05.00;19.52;18.24;24.22.00;21.7;61.31.00;27.24.00
363;Sakura shrinp;Asian;Complex;Natural;Savory;;Food;46.20.00;125.18.00;108.19.00;12.24;56.18.00;161.32.00;65.21.00;0.11;55.13.00;17.40;13.36;64.15.00;23.53;7.10;15.04;20.51;90.08.00;2097;203.39.00;87.19.00;50.44.00;28.37.00;28.02.00;23.22;20.16;19.3;21.12;20.27;43.38.00;22.37;24.25.00;21.24;18.26;18.02;19.15;24.36.00;35.59.00;16.22;57.59.00;22.26;56.53.00;24.49.00;46.47.00;18.13;70.37.00;15.02;23.24;22.36;16.16;18.08;16.37;23.32;38.06.00;19.59
364;Thick omelet;Asian;1;Transformed;Sweet;;Food;18.45;76.42.00;135.06.00;3.26;68.20.00;165.06.00;65.04.00;0.12;39.58.00;11.34;8.40;131.56.00;28.37.00;6.57;4.35;10.09;30.51.00;1403;98.14.00;83.47.00;62.48.00;20.05;37.32.00;26.32.00;21.02;19.26;35.11.00;23.54;56.59.00;22.34;31.56.00;23.36;21.02;20.28;29.06.00;21.5;46.24.00;20.11;41.05.00;23.27;31.02.00;25.31.00;37.59.00;21.02;54.56.00;15.21;33.18.00;28.49.00;15.37;20.04;31.03.00;27.58.00;55.21.00;23.19
365;Thick omelet;Asian;4;Transformed;Sweet;;Food;23.36;91.03.00;71.50.00;4.09;66.43.00;164.46.00;61.54.00;0.12;42.01.00;13.12;11.24;143.53.00;30.33.00;7.57;5.51;11.21;37.38.00;1570;193.40.00;84.36.00;62.51.00;19.14;46.41.00;25.34.00;36.16.00;24.22.00;44.12.00;23.38;60.13.00;22.03;38.01.00;25.27.00;26.09.00;22.08;35.06.00;24.9;52.12.00;21.08;45.39.00;21.36;39.19.00;23.15;39.15.00;17.02;59.01.00;17.49;42.09.00;30;25.21.00;26.21.00;37.29.00;28.49.00;64.42.00;20.59
366;Thick omelet;Asian;4;Transformed;Sweet;;Food;24.46.00;82.15.00;227.16.00;3.47;66.40.00;164.56.00;64.14.00;0.12;41.42.00;12.48;10.50;143.11.00;34.27.00;8.07;5.53;10.55;36.11.00;1526;191.31.00;84.07.00;62.34.00;19.59;45.26.00;26.22.00;32.1;21.03;36.35.00;24.52.00;65.18.00;18.36;36.26.00;25.29.00;23.59;21.21;29.19.00;23.19;53.31.00;22.2;42.26.00;22.45;30.07.00;22.52;37.19.00;20.44;58.13.00;14.41;38.39.00;29.53.00;23;24.01.00;28.45.00;28.48.00;60.12.00;21.12
367;Sweet boiled beans;Asian;Complex;Transformed;Sweet;;Food;17.47;36.39.00;214.43.00;5.37;65.09.00;164.51.00;67.15.00;0.12;39.14.00;11.34;6.02;140.50.00;34.43.00;6.48;5.47;12.46;32.26.00;845;54.09.00;95.44.00;44.42.00;26.14.00;36.36.00;25.24.00;32.34.00;27.03.00;34;22.31;43.03.00;24.46.00;30.02.00;22.49;25.5;24.8;28.16.00;18.48;37.1;23.26;58.6;23.11;54.59.00;27.54.00;56.7;22.28;65.17.00;17.8;27.11.00;26.08.00;22.03;27.48.00;23.52;24.15.00;36.19.00;24.03.00
368;Sweet boiled beans;Asian;Complex;Transformed;Sweet;;Food;18.35;82.10.00;209.36.00;8.18;63.36.00;164.08.00;70.36.00;0.12;43.36.00;13.36;9.05;15.13;39.27.00;7.33;7.32;12.54;44.32.00;859;61.39.00;85.52.00;47.23.00;33.25.00;27.22.00;21.12;23.58;23.7;23.9;17.1;34.56.00;20.25;24.32.00;20.28;20.03;17.21;23.09;22.12;31.38.00;21.36;56.42.00;26.26.00;51.34.00;29.37.00;59.26.00;26.3;60.25.00;20.18;23.15;20.59;20.37;22.02;20.59;16.36;29.25.00;22
369;Kinpira burdock;Asian;Complex;Transformed;Savory;;Food;51.35.00;103.08.00;155.36.00;11.40;52.40.00;161.47.00;62.13.00;0.11;52.56.00;17.15;11.27;30.04.00;41.40.00;10.35;14.57;19.49;84.27.00;1863;56.33.00;92.24.00;56.38.00;17.38;46.1;24.32.00;34.25.00;21.2;47.08.00;25.08.00;57.03.00;21.25;40.28.00;25.17.00;27.15.00;19.08;41.16.00;27.25.00;52.11.00;22.03;50.5;23.04;40.3;19.18;41.3;20.33;70.23.00;15.34;40.37.00;28.41.00;34.45.00;26.33.00;33.59.00;31.34.00;52.31.00;23.57
370;Kinpira burdock;Asian;Complex;Transformed;Savory;;Food;28.36.00;51.22.00;83.21.00;7.26;60.39.00;163.29.00;60.15.00;0.11;45.09.00;13.56;8.17;150.53.00;44.10.00;9.08;9.45;12.05;57.49.00;1785;181.06.00;91.03.00;56.40.00;18.57;42.09.00;23.34;36.31.00;23.22;42.01.00;23.08;49.28.00;21.6;36.25.00;23.48;31.2;23.19;30.9;22.54;46.53.00;22.29;50.23.00;24.27.00;43.22.00;22.07;41.11.00;22.36;68.18.00;19.53;36.35.00;28.01.00;28.02.00;27.25.00;33.58.00;28.35.00;50.28.00;24.51.00
371;Simmered hijiki;Asian;Complex;Transformed;Savory;;Food;18.35;113.30.00;99.55.00;18.00;55.05.00;161.35.00;61.16.00;0.12;52.38.00;16.12;7.32;62.30.00;55.33.00;13.46;19.08;19.29;86.58.00;1753;132.40.00;75.18.00;57.13.00;34.09.00;29.12.00;23.28;21.15;21.23;23.09;18.28;42.11.00;25.04.00;27.4;23.24;21.19;20.13;21;19.52;40.21.00;25.37.00;57.1;28.13.00;49.37.00;29.13.00;44.14.00;23.17;78.35.00;18.37;26.34.00;25.22.00;16.21;20.1;15.02;13.09;48.28.00;24.32.00
372;Simmered hijiki;Asian;Complex;Transformed;Savory;;Food;9.33;50.54.00;153.36.00;7.51;63.41.00;164.03.00;59.50.00;0.12;41.36.00;11.15;2.49;143.56.00;47.13.00;8.59;9.41;10.42;43.55.00;1511;68.37.00;74.55.00;57.29.00;34.16.00;36.15.00;27.05.00;25.2;19.22;30.33.00;26.31.00;54.04.00;26.54.00;30.04.00;25.06.00;21.53;17.51;27.16.00;23.18;43.24.00;28.22.00;60.35.00;25.19.00;51.15.00;22.4;47.41.00;18.28;82.12.00;18.54;32.43.00;28.47.00;16.45;14.54;28.09.00;25.31.00;56.37.00;29.21.00
373;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;23.23;114.21.00;165.46.00;8.08;60.07.00;163.45.00;61.58.00;0.12;47.00.00;14.36;9.49;2.55;45.50.00;8.47;9.50;11.57;49.20.00;2520;101.27.00;68.46.00;59.20.00;38.34.00;57.28.00;27.13.00;51.2;29.47.00;60.14.00;30.05.00;60.59.00;18.22;50.5;29.24.00;42.17.00;30.08.00;55.43.00;31.11.00;56.28.00;23.36;64.01.00;20.27;72.57.00;19.01;57.36.00;24.33.00;60.48.00;14.45;46.26.00;33.13.00;30.29.00;32.18.00;58.08.00;35.38.00;53.24.00;26.11.00
374;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;16.26;106.01.00;142.48.00;6.14;58.57.00;164.18.00;60.12.00;0.12;44.24.00;13.55;9.30;148.11.00;43.03.00;9.25;8.40;10.02;41.37.00;1737;106.10.00;69.13.00;58.48.00;38.39.00;51.35.00;25.22.00;43.32.00;24.27.00;51.12.00;27.2;61.34.00;19.57;42.03.00;25.42.00;32.16.00;23.26;46.33.00;29.21.00;46.52.00;21.09;60.2;21.37;68.35.00;23.8;56.32.00;20.4;57.05.00;16.14;38.08.00;31.53.00;19.26;27.03.00;42.54.00;35.19.00;52.17.00;21.9
375;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;30.37.00;98.35.00;132.11.00;9.34;62.07.00;163.32.00;64.00.00;0.12;47.51.00;15.00;10.17;22.31;51.07.00;8.43;9.58;13.12;53.09.00;2692;118.31.00;68.08.00;59.45.00;38.46.00;54.19.00;28.8;43.7;32.08.00;55.28.00;27.1;65.01.00;23.22;47.03.00;27.13.00;35.04.00;26.52.00;50.24.00;26.55.00;57.21.00;22.5;64.49.00;21.2;67.33.00;26.29.00;62.03.00;19.09;64.1;18.25;42.01.00;32.38.00;27.28.00;31.04.00;40.3;34.11.00;60.34.00;23.02
376;Small castella;Asian;Complex;Transformed;Sweet;;Food;39.28.00;95.58.00;176.48.00;7.43;55.22.00;163.19.00;69.06.00;0.12;49.09.00;14.31;11.13;149.12.00;39.10.00;6.24;10.42;15.52;52.11.00;1452;168.17.00;94.46.00;55.07.00;16.47;50.19.00;25.5;47.17.00;23.6;46.12.00;26.23.00;56.29.00;27.25.00;41.33.00;23.48;38.51.00;23.26;37.13.00;27.14.00;48.29.00;20.25;27.18.00;18.46;20.31;14.9;22.28;18.19;38.03.00;17.7;44.02.00;29.05.00;38.44.00;30.17.00;35;27.41.00;57.34.00;25.4
377;Octopus dumplings;Asian;8;Transformed;Savory;;Food;42.36.00;101.30.00;124.25.00;11.19;54.05.00;162.00.00;65.51.00;0.12;51.52.00;15.52;12.29;160.52.00;43.37.00;7.35;13.23;17.20;71.57.00;1707;163.34.00;93.21.00;52.36.00;20.43;38.12.00;27.32.00;29.16.00;25.19.00;32.21.00;24.9;54.37.00;24.55.00;38.07.00;26.31.00;27;25.04.00;36.39.00;25.08.00;52.37.00;22.3;29.22.00;19.24;21.03;17.22;31.34.00;19.2;35.47.00;19.36;37.33.00;30.07.00;24.37.00;26.08.00;30.35.00;27.02.00;58.4;26.56.00
378;Octopus dumplings;Asian;8;Transformed;Savory;;Food;39.01.00;88.02.00;167.35.00;11.21;54.29.00;162.04.00;63.03.00;0.12;51.13.00;15.14;10.41;165.07.00;42.13.00;8.06;14.09;15.58;72.35.00;2283;122.02.00;90.22.00;53.42.00;22.36;50.02.00;26.22.00;40.15.00;26.07.00;45.02.00;25.49.00;65.47.00;20.38;43.18.00;27.21.00;30.25.00;23.05;39.25.00;26.38.00;62.22.00;20.45;34.6;22.13;32.24.00;26.04.00;33.22.00;22.25;39.19.00;16.54;46.07.00;29.48.00;31.33.00;26.04.00;40.26.00;30.13.00;67.06.00;19.37
379;Octopus dumplings with Mayonnaise;Asian;8;Transformed;Savory;;Food;16.55;124.10.00;96.55.00;15.44;55.39.00;161.59.00;67.37.00;0.11;53.15.00;16.32;8.36;67.02.00;51.07.00;9.16;14.09;16.57;80.49.00;1834;169.50.00;77.25.00;55.45.00;33.30.00;49.29.00;26.02.00;35.31.00;24.28.00;49.51.00;23.46;64.27.00;21.2;44.28.00;26.48.00;30.15.00;22.8;44.23.00;28.27.00;59.32.00;20.17;34.16.00;19.05;31.19.00;23.37;34;18.39;36.13.00;16.17;43.47.00;31.28.00;27.28.00;26.01.00;39.57.00;29.23.00;64.58.00;26.05.00
380;Roll cake;Universal;2;Transformed;Sweet;;Food;36.05.00;122.29.00;122.20.00;6.02;60.35.00;163.59.00;68.22.00;0.12;46.25.00;14.13;12.03;7.43;28.20.00;6.46;8.12;11.53;51.13.00;2104;82.34.00;71.35.00;60.15.00;34.50.00;64.19.00;26.27.00;59.07.00;28.22.00;61.05.00;28.54.00;73.21.00;19.26;54.26.00;27.19.00;48.9;29.3;50.39.00;29.08.00;62.28.00;22.19;23.3;17.7;17.17;13.15;22.29;21.3;30.41.00;16.03;54.42.00;31.09.00;45.23.00;28.02.00;50.27.00;32.4;67.44.00;28.06.00
381;Roll cake;Universal;2;Transformed;Sweet;;Food;38.45.00;112.59.00;188.31.00;5.11;62.49.00;164.26.00;67.41.00;0.12;45.36.00;14.33;10.59;166.27.00;28.20.00;6.37;8.19;11.48;50.11.00;2104;63.22.00;72.32.00;59.52.00;34.16.00;61.05.00;23.34;59.52.00;23.02;55.44.00;23.25;68.35.00;23.36;54.21.00;25.26.00;50.55.00;25.5;49.1;24.26.00;64.29.00;23.01;25.44.00;18.23;24.48.00;17.13;24.03.00;19.15;28.16.00;19.28;52.34.00;29.7;45.48.00;27.39.00;43.36.00;28.06.00;70.48.00;26.44.00
382;Salted plum;Asian;6;Transformed;Savory;;Food;26.14.00;39.00.00;173.12.00;4.59;62.40.00;164.53.00;65.48.00;0.11;39.45.00;12.07;7.39;141.43.00;40.50.00;6.01;5.15;10.24;32.25.00;840;101.34.00;103.22.00;48.33.00;14.45;38.07.00;29.05.00;23.19;18.33;34.19.00;24.37.00;57.4;31.04.00;38.01.00;28.3;28.18.00;24.44.00;27.01.00;20.07;58.09.00;28.35.00;55.26.00;29.39.00;39.32.00;25.36.00;48.21.00;27.45.00;79.11.00;19.07;31.57.00;31;19.09;20.14;27;26.57.00;49.11.00;36.5
383;Salted plum;Asian;6;Transformed;Savory;;Food;24.37.00;33.13.00;147.21.00;4.58;63.01.00;164.55.00;65.57.00;0.11;39.20.00;12.01;7.37;138.12.00;42.13.00;6.01;4.58;11.43;32.12.00;868;170.23.00;103.13.00;48.47.00;14.40;38.16.00;28.12.00;25.28.00;21;29.25.00;23.09;61.47.00;25.43.00;34.33.00;27.09.00;23.19;16.21;28.27.00;25.44.00;52.47.00;28.15.00;53.4;30.23.00;35.16.00;24.38.00;46.7;28;79.53.00;18.27;29.35.00;28.46.00;17.18;17.46;21.01;26.32.00;50.09.00;29.35.00
384;Pickles (gathered);Asian;Complex;Transformed;Savory;;Food;37.24.00;115.23.00;177.05.00;6.04;61.26.00;164.23.00;72.46.00;0.11;44.21.00;14.32;8.45;4.05;46.07.00;6.55;7.19;11.58;45.54.00;3272;177.45.00;81.13.00;56.15.00;29.12.00;56.07.00;23.21;53.59.00;25.18.00;54.1;19.4;60.13.00;24.59.00;46.27.00;26.22.00;41.35.00;29.38.00;44.05.00;19.51;54.06.00;26.9;77.07.00;18.36;77.07.00;16.12;76.39.00;17.22;77.7;21.48;48.08.00;28.16.00;43.17.00;28.41.00;43.35.00;27.32.00;57.33.00;27.35.00
385;Pickles (spreaded);Asian;Complex;Transformed;Savory;;Food;49.16.00;140.12.00;121.35.00;7.33;58.15.00;163.46.00;74.19.00;0.11;49.14.00;15.42;11.22;50.03.00;48.20.00;8.11;10.50;14.18;60.08.00;3563;214.27.00;80.17.00;57.08.00;29.15.00;45.24.00;23.5;44.41.00;22.54;53.31.00;24.28.00;35.05.00;20.26;39.14.00;23.25;39.34.00;22.32;42.09.00;27.38.00;34.39.00;19.23;76.15.00;20.03;73.22.00;24.08.00;79;15.11;74.26.00;21.34;36.17.00;26.32.00;35.03.00;24.09.00;36.54.00;29.12.00;37.27.00;26.01.00
386;Grilled mackerel;Asian;1;Transformed;Savory;;Food;22.03;67.05.00;152.13.00;8.41;62.18.00;163.19.00;67.40.00;0.12;45.00.00;13.16;9.22;157.56.00;41.07.00;7.02;8.21;13.58;48.01.00;2144;106.25.00;76.17.00;58.31.00;31.52.00;42.09.00;28.03.00;41.11.00;29.58.00;28.33.00;22.35;57.32.00;24.3;36.31.00;27.17.00;35.37.00;30.34.00;24.53.00;21.4;48.34.00;22.6;64.32.00;24.01.00;70.22.00;20.21;50.23.00;25.16.00;72.29.00;20.29;34.39.00;29.59.00;34.29.00;32.5;19.1;22.32;49.29.00;25.23.00
387;Grilled mackerel;Asian;2;Transformed;Savory;;Food;19.01;75.57.00;161.26.00;6.38;64.06.00;164.00.00;67.43.00;0.11;43.59.00;13.25;8.13;146.25.00;40.17.00;7.41;7.08;12.09;42.11.00;1815;127.15.00;74.27.00;58.33.00;33.40.00;42.53.00;26.29.00;37.33.00;24.5;34.17.00;24.42.00;57.24.00;23.18;38.28.00;25.49.00;31;23.29;31.23.00;25.09.00;52.21.00;23.02;66.06.00;22.34;70;19.56;58.21.00;23.13;71.09.00;22.32;36.32.00;28.54.00;32.5;27.02.00;29.18.00;29.19.00;48.16.00;26.46.00
388;Grilled salmon;Asian;1;Transformed;Savory;;Food;21.45;82.51.00;155.20.00;5.34;63.02.00;164.21.00;68.18.00;0.12;43.15.00;12.58;10.06;151.19.00;34.27.00;6.55;6.30;11.36;39.07.00;1927;45.03.00;76.15.00;53.26.00;36.59.00;51.31.00;25.8;47.18.00;28.05.00;47.06.00;25.8;59.23.00;22.07;46.28.00;27.16.00;36.35.00;31.27.00;47.21.00;24.8;56.07.00;20.33;69.35.00;20.28;74.24.00;19.7;66.18.00;20.24;66.33.00;19.52;46.26.00;29.38.00;38.19.00;32.16.00;45.13.00;31.03.00;55.8;22.3
389;Grilled salmon;Asian;1;Transformed;Savory;;Food;26.59.00;86.22.00;133.14.00;6.20;61.18.00;164.07.00;69.53.00;0.12;44.23.00;12.53;9.22;156.09.00;31.07.00;5.37;7.34;13.08;40.34.00;1814;172.55.00;97.55.00;49.58.00;18.47;51.28.00;28.45.00;49.03.00;29.11.00;54.35.00;31.39.00;49.37.00;25.5;45.39.00;28.04.00;42.23.00;29.34.00;50.22.00;30.7;44.06.00;24.33.00;66.05.00;23.09;67.57.00;25.22.00;64.15.00;24.8;65.45.00;19.01;46.15.00;31.8;37.03.00;32.29.00;49.26.00;35.8;50.06.00;26.21.00
390;Grilled salmon;Asian;2;Transformed;Savory;;Food;20.46;66.45.00;94.38.00;5.46;64.09.00;164.27.00;68.30.00;0.12;42.28.00;13.10;8.23;140.23.00;35.33.00;5.40;5.50;12.03;38.23.00;1891;85.53.00;89.10.00;51.22.00;26.08.00;46.13.00;27.12.00;41.25.00;29.01.00;43.34.00;24.12.00;54.38.00;26.53.00;40.23.00;28.11.00;36.22.00;27.43.00;36.44.00;26.18.00;49.16.00;29.09.00;72.17.00;18.08;76.17.00;19.02;70.21.00;17.23;69.41.00;17.28;40.54.00;32.05.00;31.33.00;31.04.00;37.12.00;30.26.00;57.09.00;30.06.00
391;Deep fried shrimp;Asian;2;Transformed;Savory;;Food;28.32.00;103.49.00;73.42.00;4.23;67.54.00;164.47.00;71.37.00;0.11;43.24.00;14.13;11.05;144.15.00;33.53.00;6.40;6.34;11.25;39.31.00;2032;78.19.00;82.54.00;66.10.00;17.36;57.55.00;25.43.00;45.25.00;28.27.00;63.15.00;26.39.00;64.16.00;16.4;51.37.00;28.19.00;37.45.00;30;56.25.00;28.04.00;58.28.00;20.32;38.18.00;21.32;37.52.00;20.32;38.05.00;25.12.00;39.37.00;16.54;48.07.00;33;31;33.11.00;53.13.00;33.06.00;59.15.00;26.42.00
392;Deep fried shrimp;Asian;2;Transformed;Savory;;Food;33.52.00;105.47.00;103.46.00;4.41;67.12.00;164.39.00;67.46.00;0.12;44.39.00;14.01;12.16;157.12.00;33.37.00;6.05;7.33;12.13;42.50.00;2012;114.43.00;82.54.00;66.10.00;17.36;53.46.00;27.56.00;45.08.00;29.23.00;56.32.00;26.22.00;60.23.00;25.44.00;49.14.00;28.35.00;38.14.00;28.13.00;48.17.00;29.15.00;63.17.00;23.37;36.44.00;21.16;34;21.29;39;21.45;36.13.00;20.06;47.5;33.04.00;30.35.00;32.2;49.23.00;34.21.00;65.14.00;22.15
393;Tempura Assorted;Asian;Complex;Transformed;Savory;;Food;58.08.00;133.32.00;214.36.00;8.09;60.11.00;163.06.00;68.17.00;0.11;53.03.00;15.43;15.03;4.12;41.07.00;7.26;12.38;15.13;65.34.00;2743;209.12.00;80.37.00;63.21.00;22.42;55.09.00;26.39.00;46.21.00;28.7;49.5;25.18.00;68.24.00;18.01;52.18.00;25.57.00;45.03.00;29.53.00;49.24.00;26.03.00;62.24.00;17.8;38.53.00;18.59;36.34.00;16.2;34.47.00;21.6;45.03.00;16.02;49.06.00;31.58.00;37.38.00;36.26.00;45.5;29.1;64.02.00;24.36.00
394;Boiled pumpkin (gathered);Asian;3;Transformed;Sweet;;Food;15.24;41.19.00;220.45.00;3.56;65.52.00;165.05.00;65.25.00;0.12;38.48.00;12.00;6.26;125.01.00;34.27.00;8.11;3.10;7.14;30.48.00;1628;66.57.00;102.49.00;56.04.00;7.47;37.6;27.52.00;22.7;20.35;35.6;27.5;53.09.00;26.21.00;30.07.00;23.17;19.9;16.01;27.5;24.26.00;42.06.00;23.36;56.26.00;26.38.00;39.6;24.18.00;51.1;25.34.00;77.03.00;14.53;33.25.00;29.19.00;17.6;17.08;25.9;28.28.00;56.11.00;24.27.00
395;Boiled pumpkin (spreaded);Asian;3;Transformed;Sweet;;Food;21.07;59.33.00;119.54.00;4.34;64.09.00;164.55.00;63.45.00;0.12;40.38.00;12.17;8.17;138.23.00;34.27.00;7.41;3.16;9.26;37.12.00;1497;36.05.00;110.51.00;52.59.00;2.49;35.22.00;27.37.00;34.41.00;28.39.00;33.37.00;27.13.00;38.45.00;28.08.00;30.23.00;26.23.00;28.17.00;27.27.00;28.59.00;26.21.00;34.28.00;25.36.00;41.19.00;30.35.00;20.34;22.36;32.51.00;24.31.00;68.03.00;21.04;29.44.00;27.56.00;19.19;22.41;25.03.00;26.17.00;44.16.00;28.31.00
396;Steamed rice with wild vegetables(gathered);Asian;Complex;Transformed;Savory;;Food;40.04.00;116.44.00;214.32.00;9.32;57.50.00;162.58.00;65.02.00;0.11;50.44.00;15.44;11.59;14.05;45.50.00;9.53;11.44;13.56;65.19.00;2043;41.27.00;76.19.00;59.09.00;31.12.00;54.33.00;20.32;44.14.00;18.01;59.23.00;19.05;58.38.00;20.38;47.46.00;21.41;39.02.00;19.06;52.49.00;22.05;50.22.00;21.31;59.18.00;20.48;52.59.00;22.06;56.57.00;21.19;66.32.00;16.12;47.41.00;27.35.00;34.55.00;21.23;54.29.00;29.19.00;52.11.00;26.09.00
397;Steamed rice with wild vegetables (spreaded);Asian;Complex;Transformed;Savory;;Food;53.49.00;144.09.00;80.32.00;10.37;57.05.00;162.28.00;68.59.00;0.11;54.43.00;16.42;13.29;33.40.00;46.23.00;10.29;14.15;15.51;78.27.00;2401;203.28.00;75.11.00;59.26.00;32.03.00;54.46.00;25.07.00;50.13.00;24.21.00;61.37.00;25.24.00;53.57.00;24.19.00;45.51.00;26.44.00;39.11.00;26.12.00;48.6;29.7;50.23.00;23.01;58.44.00;19.03;58.08.00;18.18;59.27.00;19.14;58.46.00;21.04;49.13.00;29.31.00;41.58.00;30.26.00;54.4;30.22.00;52.8;27.24.00
398;Pickled eggplant (gathered);Asian;Complex;Transformed;Savory;;Food;20.48;67.24.00;186.37.00;5.12;64.20.00;164.39.00;63.49.00;0.12;41.32.00;12.25;6.57;141.16.00;43.20.00;6.54;6.42;11.34;38.27.00;1283;20.24;65.12.00;65.26.00;36.02.00;37.05.00;25.13.00;26.13.00;22.5;40.21.00;24.06.00;44.33.00;26.59.00;32.33.00;24.22.00;25.04.00;24.2;32.59.00;23.48;39.15.00;23.21;66.01.00;24.16.00;65.42.00;26.1;67.16.00;24.25.00;65.04.00;21.53;31.09.00;28.5;22.42;28.11.00;28.38.00;27.25.00;43.11.00;28.03.00
399;Pickled eggplant (spreaded);Asian;Complex;Transformed;Savory;;Food;28.08.00;127.49.00;160.52.00;7.56;60.16.00;163.48.00;61.46.00;0.12;47.31.00;14.49;11.28;28.59.00;49.10.00;8.55;8.34;14.15;54.13.00;1364;122.36.00;66.42.00;67.08.00;32.50.00;32.27.00;25.21.00;28.13.00;29.7;38.45.00;22.56;31.06.00;21.11;25.35.00;21.52;19.39;21.58;30.19.00;21.34;28.1;21.02;67.3;26.21.00;66.5;29.9;76.42.00;19.17;58.37.00;24.16.00;26.43.00;27.24.00;21.16;27.9;30.34.00;25.39.00;30.26.00;27.12.00
400;Kimchi (gathered);Asian;Complex;Transformed;Savory;;Food;31.30.00;59.07.00;206.41.00;7.47;59.26.00;163.28.00;62.08.00;0.12;45.40.00;13.04;8.50;151.19.00;36.07.00;6.43;8.04;16.03;56.14.00;2233;82.34.00;103.17.00;48.46.00;14.37;38.06.00;27.01.00;34.34.00;30.28.00;35.28.00;25.03.00;44.54.00;26.03.00;37.38.00;28.58.00;32;29.05.00;33.06.00;25.42.00;46.49.00;29.57.00;50.49.00;25.03.00;50.37.00;24.32.00;44.44.00;23.19;57.23.00;26.13.00;34.17.00;32.04.00;27.06.00;31.02.00;27.14.00;28.36.00;48.29.00;32.21.00
